34.1551631667 -118.2430157
34.0012649132 -118.46965313
34.0517270975 -118.262947042
33.9408677604 -118.406910896
33.807582167 -118.273253717
34.08062565 -118.414274533
34.0451344724 -118.2500875
33.7930268667 -118.331080117
33.9787522833 -118.43783555
34.20114767 -118.5013132
34.023322 -118.394487533
34.08644775 -118.47549105
33.9617148333 -118.420792583
34.20532805 -118.22820635
34.04537085 -118.251734067
33.7657894256 -118.193949324
34.0295713108 -118.498170376
33.9806539333 -118.39475735
34.1760066333 -118.346854783
34.0177338333 -118.498940933
34.02965337 -118.44309592
34.0175879 -118.4870553
34.0752209087 -118.377919995
34.083876601 -118.291181624
34.0833441833 -118.292421683
34.0142104473 -118.494629026
34.06184985 -118.354436083
34.1640910771 -118.374121728
34.0892109833 -118.2767315
34.0658057 -118.488762767
33.9561676333 -118.3966822
34.1170449833 -118.262468183
34.14935135 -118.4352684
34.1014981167 -118.33616495
34.017526905 -118.408455849
34.0748712311 -118.378652801
34.0274684333 -118.475101167
33.7495355584 -118.271684647
34.1579163533 -118.440846205
34.0091524167 -118.41385715
34.1557846449 -118.255411157
34.040155456 -118.230922075
34.1923273333 -118.353140367
34.0593445614 -118.376573418
34.0850814167 -118.326324417
33.9924680333 -118.446430033
34.06706434 -118.38379913
34.0912149833 -118.3349173
34.0642411149 -118.218179941
34.0881652832 -118.37902832
34.1819389 -118.46372015
34.1446693833 -118.269981867
34.0762846333 -118.36964455
33.8997473667 -118.417444917
34.1875118 -118.41689555
34.0240456309 -118.491858207
33.9580000669 -118.449686766
34.0709970204 -118.357476791
34.148892433 -118.327032217
34.0134316845 -118.41715157
34.0626426501 -118.443858559
34.1086188347 -118.27164408
34.1442402315 -118.257238082
34.196586832 -118.353457098
34.194372804 -118.345295191
34.0143616353 -118.494842477
33.9422743833 -118.397579867
34.0260053594 -118.431190721
34.1120888074 -118.339104652
34.1456785667 -118.341417
34.1557846449 -118.255411157
34.0876072833 -118.33331365
34.1546874921 -118.449512504
34.0979656844 -118.32935474
34.0777723667 -118.263458017
34.0981917 -118.2474516
34.0154388167 -118.4965706
33.9464661765 -118.385045528
34.1816417974 -118.311711252
33.9935676286 -118.450111413
34.050690465 -118.245071769
34.0836367333 -118.344830567
34.0298883333 -118.5173442
34.13726805 -118.359596717
34.0601010833 -118.290944417
33.9683388833 -118.42572065
34.039523133 -118.221657667
33.9547296837 -118.396125182
34.0778387833 -118.26527735
33.7716148 -118.372971117
33.9574305288 -118.380024433
34.09068345 -118.388736233
34.0652543267 -118.377074003
34.0250912731 -118.393011913
33.8076988539 -118.273471165
33.9023538167 -118.38302435
34.0141431376 -118.494404554
34.077524 -118.389231617
34.0777805333 -118.259889767
34.1017440911 -118.334416151
